Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
E0,1415,2014-12-13,West Brom,Aston Villa,1,0,H,0,0,D,M Dean,13,7,5,2,17,12,4,2,4,2,0,1,2.15,3.4,3.8,2.15,3.25,3.4,2.3,3.2,3
E0,1415,2014-12-14,Man United,Liverpool,3,0,H,2,0,H,M Atkinson,11,19,6,9,13,14,2,7,4,3,0,0,1.8,3.8,4.75,1.85,3.6,4.5,1.8,3.5,4.2
E0,1415,2014-12-14,Swansea,Tottenham,1,2,A,0,1,A,R Madley,15,10,3,4,7,17,7,9,3,4,0,0,2.5,3.4,3,2.5,3.25,2.75,2.6,3.2,2.6
E0,1415,2014-12-15,Everton,QPR,3,1,H,2,0,H,N Swarbrick,13,17,5,4,11,12,1,8,1,1,0,0,1.45,4.5,8.5,1.45,4.25,6.75,1.5,4,6.1
E0,1415,2014-12-20,Aston Villa,Man United,1,1,D,1,0,H,L Mason,10,16,4,9,9,10,3,9,1,1,1,0,6.25,4,1.62,6,3.9,1.62,5.4,3.7,1.6
E0,1415,2014-12-20,Hull,Swansea,0,1,A,0,1,A,M Clattenburg,11,13,3,3,14,16,4,5,2,2,0,0,3.1,3.3,2.5,2.9,3.25,2.6,2.75,3.2,2.5
E0,1415,2014-12-20,Man City,Crystal Palace,3,0,H,0,0,D,P Dowd,15,6,3,1,17,5,8,6,2,1,0,0,1.29,6,12,1.3,5.5,11,1.3,5,9
E0,1415,2014-12-20,QPR,West Brom,3,2,H,1,2,A,C Pawson,17,16,7,6,16,8,5,11,1,0,0,0,2.45,3.3,3.2,2.45,3.3,3,2.4,3.2,2.85
E0,1415,2014-12-20,Southampton,Everton,3,0,H,1,0,H,J Moss,11,13,3,4,11,10,4,6,1,1,0,0,2.45,3.5,3,2.5,3.4,2.9,2.3,3.3,2.9
E0,1415,2014-12-20,Tottenham,Burnley,2,1,H,2,1,H,M Jones,23,9,6,5,9,8,9,6,1,0,0,0,1.5,4.5,7.5,1.5,4.1,6.25,1.5,4,6.1
E0,1415,2014-12-20,West Ham,Leicester,2,0,H,1,0,H,M Atkinson,10,10,2,4,8,17,9,4,0,3,0,0,1.75,3.9,5,1.75,3.5,4.75,1.65,3.7,4.9
E0,1415,2014-12-21,Liverpool,Arsenal,2,2,D,1,1,D,M Oliver,27,7,10,3,6,14,10,6,0,3,1,0,2.8,3.5,2.6,2.75,3.4,2.62,2.65,3.3,2.5
E0,1415,2014-12-21,Newcastle,Sunderland,0,1,A,0,0,D,A Taylor,15,16,7,3,15,15,7,1,4,4,0,0,2.05,3.5,4,2.1,3.4,3.75,2,3.3,3.6
E0,1415,2014-12-22,Stoke,Chelsea,0,2,A,0,1,A,N Swarbrick,13,15,2,6,11,4,6,5,3,0,0,0,6.25,4,1.62,5.75,3.75,1.67,5,3.9,1.6
E0,1415,2014-12-26,Arsenal,QPR,2,1,H,1,0,H,M Atkinson,15,16,5,2,6,15,6,2,1,4,1,0,1.29,6,13,1.29,5.5,9.25,1.28,5.5,9
E0,1415,2014-12-26,Burnley,Liverpool,0,1,A,0,0,D,A Taylor,16,10,0,3,7,5,8,2,0,1,0,0,4.75,3.8,1.8,4.2,3.5,1.83,4,3.45,1.85
E0,1415,2014-12-26,Chelsea,West Ham,2,0,H,1,0,H,M Oliver,28,6,9,0,8,14,8,6,0,3,0,0,1.33,5.75,10,1.33,5,8.75,1.33,5,8
E0,1415,2014-12-26,Crystal Palace,Southampton,1,3,A,0,1,A,M Dean,11,13,4,6,15,10,8,4,1,0,0,0,3.75,3.4,2.15,3.3,3.2,2.2,3.2,3.2,2.2
E0,1415,2014-12-26,Everton,Stoke,0,1,A,0,1,A,L Mason,16,12,5,2,9,15,9,3,2,3,0,0,1.83,3.6,5,1.83,3.4,4.33,1.75,3.5,4.5
E0,1415,2014-12-26,Leicester,Tottenham,1,2,A,0,1,A,N Swarbrick,22,8,6,3,10,14,11,1,1,2,0,0,3.8,3.6,2.05,3.5,3.4,2.05,3.7,3.35,1.95
E0,1415,2014-12-26,Man United,Newcastle,3,1,H,2,0,H,M Jones,9,8,4,4,16,9,4,5,1,2,0,0,1.4,5,9,1.4,4.5,7.5,1.35,4.8,7.6
E0,1415,2014-12-26,Sunderland,Hull,1,3,A,1,1,D,A Marriner,12,13,3,5,12,6,10,4,4,2,0,0,2.05,3.4,4.2,2.05,3.2,3.75,2,3.3,3.6
E0,1415,2014-12-26,Swansea,Aston Villa,1,0,H,1,0,H,R East,7,11,2,3,17,12,4,0,1,4,0,0,1.75,3.75,5.25,1.78,3.4,4.75,1.75,3.5,4.5
E0,1415,2014-12-26,West Brom,Man City,1,3,A,0,3,A,M Clattenburg,18,9,6,5,5,9,10,6,0,1,0,0,6.5,4.5,1.53,5.5,4.2,1.53,7,4,1.45
E0,1415,2014-12-28,Aston Villa,Sunderland,0,0,D,0,0,D,M Atkinson,14,15,3,3,4,11,4,4,1,4,1,0,2.35,3.3,3.4,2.35,3.1,3.1,2.3,3.1,3.1
E0,1415,2014-12-28,Hull,Leicester,0,1,A,0,1,A,P Dowd,18,4,5,2,12,12,7,1,0,1,1,1,2.25,3.4,3.5,2.25,3.25,3.1,2.2,3.2,3.2
E0,1415,2014-12-28,Man City,Burnley,2,2,D,2,0,H,K Friend,17,12,6,3,18,9,10,3,4,1,0,0,1.18,8,19,1.18,6.5,15.5,1.17,6.5,14
E0,1415,2014-12-28,Newcastle,Everton,3,2,H,1,1,D,C Pawson,13,9,6,2,13,8,8,3,2,2,0,0,2.9,3.4,2.6,2.8,3.3,2.6,2.75,3.3,2.4
E0,1415,2014-12-28,QPR,Crystal Palace,0,0,D,0,0,D,M Jones,11,10,3,3,11,17,9,4,2,1,0,0,2.38,3.4,3.25,2.4,3.3,2.85,2.3,3.3,2.9
E0,1415,2014-12-28,Southampton,Chelsea,1,1,D,1,1,D,A Taylor,9,7,1,1,23,14,4,6,2,2,1,0,4.75,3.75,1.83,4.6,3.6,1.83,4.5,3.5,1.75
E0,1415,2014-12-28,Stoke,West Brom,2,0,H,0,0,D,R East,13,15,3,4,11,14,5,3,0,2,0,0,1.91,3.6,4.5,1.91,3.6,3.7,1.9,3.45,3.8
E0,1415,2014-12-28,Tottenham,Man United,0,0,D,0,0,D,J Moss,9,9,4,5,11,19,3,6,2,4,0,0,3.25,3.6,2.3,3.1,3.5,2.3,3.1,3.2,2.25
E0,1415,2014-12-28,West Ham,Arsenal,1,2,A,0,2,A,N Swarbrick,14,21,4,7,12,13,7,8,3,3,0,0,3.5,3.5,2.2,3.1,3.4,2.2,3.3,3.3,2.1
E0,1415,2014-12-29,Liverpool,Swansea,4,1,H,1,0,H,A Marriner,21,11,11,4,8,5,6,3,1,0,0,0,1.7,4,5.5,1.7,4,5,1.67,3.55,5
E0,1415,2015-01-01,Aston Villa,Crystal Palace,0,0,D,0,0,D,R Madley,14,6,3,0,11,12,5,2,1,1,0,0,2.4,3.3,3.3,2.4,3.2,2.9,2.4,3.1,2.95
E0,1415,2015-01-01,Hull,Everton,2,0,H,2,0,H,K Friend,14,9,5,3,16,15,4,8,2,3,0,1,3.4,3.4,2.3,3,3.3,2.3,2.9,3.3,2.3
E0,1415,2015-01-01,Liverpool,Leicester,2,2,D,2,0,H,M Jones,18,16,6,3,13,10,4,5,2,2,0,0,1.4,5,9,1.4,5,7.75,1.4,4.4,7.3
E0,1415,2015-01-01,Man City,Sunderland,3,2,H,0,0,D,R East,32,4,12,4,14,7,10,4,2,3,0,0,1.22,7,15,1.25,6,10,1.25,5.5,10.3
E0,1415,2015-01-01,Newcastle,Burnley,3,3,D,2,1,H,M Dean,10,15,4,4,12,13,5,5,2,4,0,0,1.83,3.75,4.75,1.8,3.5,4.33,1.8,3.5,4.2
E0,1415,2015-01-01,QPR,Swansea,1,1,D,1,0,H,A Taylor,24,25,6,6,22,5,4,9,4,0,0,1,3,3.4,2.5,2.75,3.2,2.55,2.65,3.3,2.5
E0,1415,2015-01-01,Southampton,Arsenal,2,0,H,1,0,H,C Pawson,13,11,6,6,14,7,2,7,2,1,0,0,2.9,3.4,2.6,2.8,3.3,2.6,2.75,3.2,2.5
E0,1415,2015-01-01,Stoke,Man United,1,1,D,1,1,D,M Oliver,11,6,2,2,8,12,11,7,0,0,0,0,4.2,3.5,2,4,3.4,2,3.7,3.35,1.95
E0,1415,2015-01-01,Tottenham,Chelsea,5,3,H,3,1,H,P Dowd,11,19,8,7,14,10,5,3,3,1,0,0,5,3.75,1.8,4.25,3.6,1.8,4,3.45,1.85
E0,1415,2015-01-01,West Ham,West Brom,1,1,D,1,1,D,J Moss,8,14,3,3,6,13,0,1,1,0,0,0,1.85,3.75,4.5,1.8,3.6,4.2,1.85,3.45,4
E0,1415,2015-01-10,Burnley,QPR,2,1,H,2,1,H,A Marriner,18,17,7,7,14,9,10,6,2,2,0,0,2.2,3.4,3.6,2.2,3.25,3.25,2.2,3.2,3.2
E0,1415,2015-01-10,Chelsea,Newcastle,2,0,H,1,0,H,R East,9,11,5,5,13,13,7,4,2,3,0,0,1.2,7.5,17,1.2,6,14.5,1.22,5.5,12
E0,1415,2015-01-10,Crystal Palace,Tottenham,2,1,H,0,0,D,A Taylor,21,9,7,5,9,14,4,6,5,3,0,0,3.5,3.5,2.2,3.4,3.3,2.3,3.3,3.3,2.1
E0,1415,2015-01-10,Everton,Man City,1,1,D,0,0,D,M Atkinson,11,18,4,2,9,10,4,9,1,2,0,0,4.5,3.75,1.85,4,3.4,1.9,3.8,3.45,1.9
E0,1415,2015-01-10,Leicester,Aston Villa,1,0,H,1,0,H,M Oliver,11,12,3,1,18,6,6,6,1,1,1,1,2.2,3.4,3.6,2.2,3.2,3.3,2.3,3.3,2.9
E0,1415,2015-01-10,Sunderland,Liverpool,0,1,A,0,1,A,C Pawson,5,21,1,4,12,11,6,6,1,4,1,0,4.5,3.6,1.91,3.8,3.5,1.91,4,3.45,1.85
E0,1415,2015-01-10,Swansea,West Ham,1,1,D,0,1,A,M Dean,19,11,3,5,9,7,4,5,0,1,0,0,2.25,3.5,3.4,2.25,3.2,3.2,2.2,3.2,3.2
E0,1415,2015-01-10,West Brom,Hull,1,0,H,0,0,D,N Swarbrick,9,12,3,2,5,13,5,2,1,0,0,0,2.05,3.4,4.2,2.05,3.4,3.5,2,3.3,3.6
E0,1415,2015-01-11,Arsenal,Stoke,3,0,H,2,0,H,J Moss,14,7,6,2,11,11,9,1,0,3,0,0,1.44,4.75,8,1.48,4.5,7.5,1.45,4,7
E0,1415,2015-01-11,Man United,Southampton,0,1,A,0,0,D,P Dowd,10,9,0,1,9,10,3,5,2,3,0,0,1.83,3.75,4.75,1.87,3.8,4.25,1.7,3.6,4.7
E0,1415,2015-01-17,Aston Villa,Liverpool,0,2,A,0,1,A,M Clattenburg,15,12,4,5,13,11,9,5,1,1,0,0,4.5,3.6,1.91,4,3.4,1.91,3.8,3.45,1.9
E0,1415,2015-01-17,Burnley,Crystal Palace,2,3,A,2,1,H,P Dowd,7,11,4,4,10,20,5,7,1,3,0,0,2.55,3.25,3.1,2.55,3.25,2.9,2.4,3.2,2.85
E0,1415,2015-01-17,Leicester,Stoke,0,1,A,0,0,D,A Marriner,7,13,3,3,9,6,6,5,1,0,0,0,2.63,3.3,2.9,2.62,3.25,2.65,2.5,3.2,2.75
E0,1415,2015-01-17,Newcastle,Southampton,1,2,A,1,1,D,R Madley,16,5,3,3,9,8,9,0,0,2,0,0,3.3,3.3,2.38,2.9,3.25,2.4,3.2,3.2,2.2
E0,1415,2015-01-17,QPR,Man United,0,2,A,0,0,D,N Swarbrick,18,12,4,7,12,10,3,3,3,2,0,0,6,4.2,1.62,4.75,4,1.65,5,3.9,1.6
E0,1415,2015-01-17,Swansea,Chelsea,0,5,A,0,4,A,J Moss,11,21,0,11,9,13,1,2,0,0,0,0,7,4.2,1.55,6,3.9,1.55,5.6,3.9,1.55
E0,1415,2015-01-17,Tottenham,Sunderland,2,1,H,1,1,D,C Foy,25,8,8,4,14,8,6,6,1,2,0,0,1.62,4.2,6,1.62,3.9,5,1.55,3.9,5.6
E0,1415,2015-01-18,Man City,Arsenal,0,2,A,0,1,A,M Dean,12,9,4,3,12,5,16,3,3,3,0,0,1.8,4,4.5,1.8,3.7,4.1,1.8,3.5,4.2
E0,1415,2015-01-18,West Ham,Hull,3,0,H,0,0,D,M Atkinson,17,9,6,3,5,14,4,7,1,3,0,0,1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.5,4.5
E0,1415,2015-01-19,Everton,West Brom,0,0,D,0,0,D,M Oliver,17,5,4,0,11,12,8,1,3,2,0,0,1.85,3.6,4.75,1.85,3.4,4.2,1.8,3.5,4.2
E0,1415,2015-01-31,Chelsea,Man City,1,1,D,1,1,D,M Clattenburg,3,10,2,5,12,14,1,4,0,2,0,0,2.15,3.5,3.6,2.15,3.4,3.5,1.9,3.45,3.8
E0,1415,2015-01-31,Crystal Palace,Everton,0,1,A,0,1,A,R East,13,14,3,2,12,14,6,1,0,3,0,0,2.8,3.3,2.75,2.8,3.1,2.75,2.6,3.2,2.6
E0,1415,2015-01-31,Hull,Newcastle,0,3,A,0,1,A,P Dowd,13,12,8,5,15,13,3,3,4,1,0,0,2.7,3.25,2.88,2.7,3.2,2.8,2.5,3.2,2.75
E0,1415,2015-01-31,Liverpool,West Ham,2,0,H,0,0,D,A Marriner,21,7,7,2,12,12,5,7,1,1,0,0,1.67,4,5.75,1.7,3.8,4.5,1.6,3.7,5.4
E0,1415,2015-01-31,Man United,Leicester,3,1,H,3,0,H,M Atkinson,12,4,5,1,8,12,4,3,0,1,0,0,1.36,5.5,9.5,1.36,5,7.5,1.3,5,9
E0,1415,2015-01-31,Stoke,QPR,3,1,H,2,1,H,M Dean,15,14,3,4,11,12,3,5,2,2,0,0,1.65,4,6,1.7,3.8,4.5,1.65,3.6,5.1
E0,1415,2015-01-31,Sunderland,Burnley,2,0,H,2,0,H,L Mason,8,13,3,4,12,12,6,3,3,1,0,0,2.25,3.3,3.6,2.25,3.2,3.2,2.1,3.2,3.4
E0,1415,2015-01-31,West Brom,Tottenham,0,3,A,0,2,A,K Friend,13,14,4,4,8,13,6,3,2,1,0,0,2.9,3.3,2.63,2.75,3.1,2.62,2.75,3.2,2.5
E0,1415,2015-02-01,Arsenal,Aston Villa,5,0,H,1,0,H,A Taylor,13,9,8,2,6,10,7,7,0,2,0,0,1.25,6.5,15,1.28,6,11,1.27,5.2,10
E0,1415,2015-02-01,Southampton,Swansea,0,1,A,0,0,D,M Oliver,15,6,6,1,11,9,9,0,1,1,1,0,1.6,4,6.5,1.62,3.9,6,1.65,3.6,5.1
E0,1415,2015-02-07,Aston Villa,Chelsea,1,2,A,0,1,A,N Swarbrick,8,12,1,5,8,7,7,7,3,2,0,0,10,5.25,1.36,9,4.4,1.36,7.6,4.8,1.35
E0,1415,2015-02-07,Everton,Liverpool,0,0,D,0,0,D,A Taylor,6,17,1,6,11,7,3,6,4,1,0,0,3.4,3.4,2.3,3.2,3.4,2.3,3.1,3.3,2.2
E0,1415,2015-02-07,Leicester,Crystal Palace,0,1,A,0,0,D,L Mason,19,14,5,2,15,6,8,6,4,1,0,0,2.4,3.3,3.25,2.4,3.25,2.9,2.3,3.3,2.9
E0,1415,2015-02-07,Man City,Hull,1,1,D,0,1,A,J Moss,18,7,5,3,9,8,13,1,2,4,0,0,1.18,8,19,1.19,6.5,13.5,1.2,5.8,13
E0,1415,2015-02-07,QPR,Southampton,0,1,A,0,0,D,R East,12,16,3,5,13,16,3,4,2,2,0,0,4.75,3.6,1.85,4.2,3.4,1.85,4,3.45,1.85
E0,1415,2015-02-07,Swansea,Sunderland,1,1,D,0,1,A,P Dowd,16,4,7,1,11,13,7,1,3,4,0,0,1.91,3.5,4.6,1.9,3.4,4,1.9,3.45,3.8
E0,1415,2015-02-07,Tottenham,Arsenal,2,1,H,0,1,A,M Atkinson,23,7,8,3,8,12,10,3,3,5,0,0,3.25,3.5,2.3,3.1,3.2,2.3,3.1,3.3,2.2
E0,1415,2015-02-08,Burnley,West Brom,2,2,D,2,1,H,M Dean,12,12,5,5,10,15,5,6,0,4,0,0,2.6,3.25,3,2.6,3.2,2.7,2.5,3.3,2.65
E0,1415,2015-02-08,Newcastle,Stoke,1,1,D,0,0,D,K Friend,9,7,3,3,14,17,5,8,2,4,0,0,2.3,3.4,3.4,2.3,3.2,3.1,2.3,3.3,2.9
E0,1415,2015-02-08,West Ham,Man United,1,1,D,0,0,D,M Clattenburg,13,18,6,6,7,13,9,9,2,2,0,1,4.2,3.6,1.95,3.75,3.25,2,3.8,3.45,1.9
E0,1415,2015-02-10,Arsenal,Leicester,2,1,H,2,0,H,M Jones,17,11,7,4,13,14,6,6,2,2,0,0,1.29,6,12,1.29,5.5,11.5,1.3,5,9
E0,1415,2015-02-10,Hull,Aston Villa,2,0,H,1,0,H,M Oliver,10,11,4,4,16,11,3,7,1,2,0,0,2.38,3.1,3.5,2.3,3.2,3.4,2.3,3.1,3.1
E0,1415,2015-02-10,Liverpool,Tottenham,3,2,H,1,1,D,P Dowd,16,14,7,5,13,17,5,7,3,6,0,0,1.91,3.8,4.2,1.91,3.75,4,1.9,3.45,3.8
E0,1415,2015-02-10,Sunderland,QPR,0,2,A,0,2,A,M Atkinson,16,19,5,4,8,12,8,4,2,3,0,0,1.91,3.6,4.5,1.91,3.5,4.25,1.9,3.45,3.8
E0,1415,2015-02-11,Chelsea,Everton,1,0,H,0,0,D,J Moss,21,7,7,4,8,13,10,2,3,3,0,1,1.33,5.5,11,1.33,5,8.25,1.33,4.8,8.3
E0,1415,2015-02-11,Crystal Palace,Newcastle,1,1,D,0,1,A,A Marriner,7,5,3,1,10,11,5,2,1,2,0,0,2.38,3.3,3.3,2.4,3.1,3,2.3,3.3,2.9
E0,1415,2015-02-11,Man United,Burnley,3,1,H,2,1,H,K Friend,11,13,7,3,15,8,5,8,4,3,0,0,1.29,6,12,1.3,5.75,8,1.27,5.2,10
E0,1415,2015-02-11,Southampton,West Ham,0,0,D,0,0,D,C Pawson,21,4,7,1,12,11,8,2,2,1,0,1,1.73,3.9,5.25,1.72,3.7,4.5,1.7,3.6,4.7
E0,1415,2015-02-11,Stoke,Man City,1,4,A,1,1,D,L Mason,17,14,5,8,6,11,3,2,1,2,0,0,5.75,3.8,1.7,5,3.6,1.7,4.7,3.6,1.7
E0,1415,2015-02-11,West Brom,Swansea,2,0,H,0,0,D,R Madley,11,10,4,3,11,12,5,4,2,1,0,0,2.55,3.25,3.1,2.55,3.2,2.75,2.4,3.1,2.9
E0,1415,2015-02-21,Aston Villa,Stoke,1,2,A,1,1,D,R East,3,11,2,6,11,14,11,3,1,3,1,0,2.7,3.2,2.9,2.65,3.1,2.7,2.6,3.1,2.7
E0,1415,2015-02-21,Chelsea,Burnley,1,1,D,1,0,H,M Atkinson,14,10,5,5,9,9,7,7,1,2,1,0,1.2,7.5,17,1.2,6.25,12.5,1.2,5.8,13
E0,1415,2015-02-21,Crystal Palace,Arsenal,1,2,A,0,2,A,M Clattenburg,22,12,3,4,15,14,10,1,1,3,0,0,4.75,3.75,1.83,4.1,3.6,1.83,4.2,3.5,1.8
E0,1415,2015-02-21,Hull,QPR,2,1,H,1,1,D,A Taylor,16,8,6,3,18,16,5,7,0,4,0,1,2.05,3.3,4.2,2.05,3.25,3.6,2.1,3.2,3.4
E0,1415,2015-02-21,Man City,Newcastle,5,0,H,3,0,H,C Foy,16,8,9,1,9,8,7,3,3,2,0,0,1.3,6,11,1.3,5.25,9,1.3,5,9
E0,1415,2015-02-21,Sunderland,West Brom,0,0,D,0,0,D,M Jones,13,5,2,1,11,12,11,2,1,2,0,0,2.7,3.2,2.9,2.7,3,2.75,2.4,3.1,2.95
E0,1415,2015-02-21,Swansea,Man United,2,1,H,1,1,D,N Swarbrick,11,18,6,3,6,15,4,10,2,4,0,0,4.2,3.5,2,3.6,3.4,2,3.6,3.3,2
E0,1415,2015-02-22,Everton,Leicester,2,2,D,0,0,D,P Dowd,18,15,3,4,7,6,4,7,0,1,0,0,1.83,3.6,5,1.83,3.5,4.2,1.7,3.6,4.7
E0,1415,2015-02-22,Southampton,Liverpool,0,2,A,0,1,A,K Friend,13,6,5,4,11,14,6,1,2,3,0,0,2.63,3.3,2.9,2.6,3.25,2.65,2.6,3.2,2.6
E0,1415,2015-02-22,Tottenham,West Ham,2,2,D,0,1,A,J Moss,27,12,8,5,6,12,7,9,0,2,0,0,1.8,3.8,4.75,1.83,3.6,4,1.75,3.5,4.5
E0,1415,2015-02-28,Burnley,Swansea,0,1,A,0,0,D,J Moss,13,8,6,2,14,8,6,4,0,0,0,0,2.63,3.3,2.9,2.6,3.25,2.9,2.6,3.2,2.6
E0,1415,2015-02-28,Man United,Sunderland,2,0,H,0,0,D,R East,30,5,10,3,6,11,13,1,1,1,0,1,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6
E0,1415,2015-02-28,Newcastle,Aston Villa,1,0,H,1,0,H,L Mason,14,13,5,3,6,16,9,5,1,5,0,0,1.95,3.5,4.5,2,3.4,4,1.9,3.45,3.8
E0,1415,2015-02-28,Stoke,Hull,1,0,H,0,0,D,N Swarbrick,17,1,2,0,9,10,5,2,2,2,0,0,1.91,3.5,4.75,1.95,3.4,3.8,1.9,3.45,3.8
E0,1415,2015-02-28,West Brom,Southampton,1,0,H,1,0,H,P Dowd,7,12,3,2,10,17,2,3,2,1,0,0,3.4,3.2,2.38,3.5,3.2,2.25,2.95,3.2,2.35
E0,1415,2015-02-28,West Ham,Crystal Palace,1,3,A,0,1,A,M Dean,22,12,5,5,12,19,11,7,2,2,0,1,2.15,3.4,3.75,2.15,3.4,3.5,2.1,3.3,3.3
E0,1415,2015-03-01,Arsenal,Everton,2,0,H,1,0,H,A Marriner,17,8,4,2,12,5,8,9,2,0,0,0,1.57,4.5,6,1.57,4.2,6,1.55,4,5.5
E0,1415,2015-03-01,Liverpool,Man City,2,1,H,1,1,D,M Clattenburg,11,8,5,1,8,16,3,0,1,3,0,0,3.1,3.6,2.38,3,3.4,2.4,2.75,3.3,2.4
E0,1415,2015-03-03,Aston Villa,West Brom,2,1,H,1,0,H,J Moss,16,3,8,1,15,13,0,3,2,4,0,0,2.88,3.1,2.88,2.8,3.1,2.8,2.6,3.1,2.7
E0,1415,2015-03-03,Hull,Sunderland,1,1,D,1,0,H,M Dean,15,9,5,3,9,15,6,4,2,6,0,0,2.15,3.3,3.9,2.15,3.2,3.75,2.2,3.1,3.3
E0,1415,2015-03-03,Southampton,Crystal Palace,1,0,H,0,0,D,M Atkinson,23,9,3,3,11,10,10,2,0,2,0,0,1.7,3.8,5.75,1.7,3.6,5,1.7,3.6,4.7
E0,1415,2015-03-04,Liverpool,Burnley,2,0,H,1,0,H,L Mason,20,9,8,1,8,14,6,5,0,1,0,0,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6
E0,1415,2015-03-04,Man City,Leicester,2,0,H,1,0,H,R Madley,22,6,9,2,11,3,10,3,0,1,0,0,1.25,7,13,1.25,6.5,11.5,1.25,5.5,10.3
E0,1415,2015-03-04,Newcastle,Man United,0,1,A,0,0,D,A Taylor,9,11,2,5,6,14,4,1,1,2,0,0,4.2,3.5,2,4,3.4,2,3.8,3.45,1.9
E0,1415,2015-03-04,QPR,Arsenal,1,2,A,0,0,D,K Friend,10,20,3,9,10,8,1,6,2,1,0,0,7,4.33,1.53,6,4.33,1.55,5.6,3.9,1.55
E0,1415,2015-03-04,Stoke,Everton,2,0,H,1,0,H,M Clattenburg,11,10,3,5,11,14,5,6,2,2,0,0,2.5,3.3,3.1,2.5,3.2,2.8,2.5,3.2,2.75
E0,1415,2015-03-04,Tottenham,Swansea,3,2,H,1,1,D,M Oliver,20,10,7,5,14,7,6,4,1,0,0,0,1.75,3.8,5.25,1.75,3.5,4.75,1.7,3.6,4.7
E0,1415,2015-03-04,West Ham,Chelsea,0,1,A,0,1,A,A Marriner,18,12,5,3,10,10,5,4,3,4,0,0,6.25,4,1.62,5.75,4.1,1.62,5.1,3.6,1.65
E0,1415,2015-03-07,QPR,Tottenham,1,2,A,0,1,A,C Pawson,17,13,6,6,15,12,3,5,1,2,0,0,4.75,3.9,1.8,4.5,3.8,1.8,4,3.45,1.85
E0,1415,2015-03-14,Arsenal,West Ham,3,0,H,1,0,H,A Taylor,19,7,9,1,10,9,7,5,1,1,0,0,1.4,5,9,1.4,4.5,7.5,1.4,4.4,7.3
E0,1415,2015-03-14,Burnley,Man City,1,0,H,0,0,D,A Marriner,10,21,4,5,6,9,2,6,2,1,0,0,7.5,5,1.44,6.5,4.5,1.44,7,4,1.45
E0,1415,2015-03-14,Crystal Palace,QPR,3,1,H,3,0,H,L Mason,15,11,4,4,17,16,6,3,1,3,0,0,1.83,3.75,4.75,1.83,3.6,4.1,1.85,3.45,4
E0,1415,2015-03-14,Leicester,Hull,0,0,D,0,0,D,J Moss,15,12,3,5,10,15,7,5,0,4,0,1,2.2,3.3,3.75,2.2,3.25,3.25,2.1,3.3,3.3
E0,1415,2015-03-14,Sunderland,Aston Villa,0,4,A,0,4,A,N Swarbrick,12,14,2,8,10,9,2,5,1,1,0,0,2.38,3.25,3.4,2.35,3.1,3.1,2.25,3,3.3
E0,1415,2015-03-14,West Brom,Stoke,1,0,H,1,0,H,M Oliver,14,9,5,2,7,16,7,5,1,2,0,0,2.38,3.25,3.4,2.35,3,3.2,2.3,3.2,3
E0,1415,2015-03-15,Chelsea,Southampton,1,1,D,1,1,D,M Dean,22,12,7,5,10,11,9,2,3,3,0,0,1.62,4,6.5,1.62,3.9,6,1.5,4,6.1
E0,1415,2015-03-15,Everton,Newcastle,3,0,H,1,0,H,M Atkinson,15,12,9,4,11,9,3,4,1,2,0,1,1.83,3.75,4.75,1.83,3.5,4.2,1.85,3.45,4
E0,1415,2015-03-15,Man United,Tottenham,3,0,H,3,0,H,M Clattenburg,11,5,3,1,12,10,4,2,1,1,0,0,1.91,3.75,4.33,1.91,3.5,4.25,1.9,3.45,3.8
E0,1415,2015-03-16,Swansea,Liverpool,0,1,A,0,0,D,R East,10,16,3,5,13,16,4,5,0,3,0,0,4,3.6,2,3.9,3.5,2,3.3,3.3,2.1
E0,1415,2015-03-21,Aston Villa,Swansea,0,1,A,0,0,D,R Madley,12,9,3,6,13,9,4,9,0,0,0,0,2.5,3.25,2.8,2.5,3,3,2.3,3.2,3
E0,1415,2015-03-21,Man City,West Brom,3,0,H,2,0,H,N Swarbrick,43,3,16,0,6,5,9,2,0,0,0,1,1.3,5.5,8.5,1.3,5,10,1.3,5,9
E0,1415,2015-03-21,Newcastle,Arsenal,1,2,A,0,2,A,M Jones,16,7,4,3,11,7,9,4,0,0,0,0,6,3.8,1.57,5.5,3.8,1.6,4.9,3.7,1.65
E0,1415,2015-03-21,Southampton,Burnley,2,0,H,1,0,H,R East,20,15,3,3,10,7,10,5,0,0,0,0,1.4,4.5,7.5,1.45,4.2,7,1.45,4,7
E0,1415,2015-03-21,Stoke,Crystal Palace,1,2,A,1,2,A,A Marriner,17,12,4,3,15,14,8,4,3,4,0,0,2.1,3.3,3.5,2.2,3.1,3.4,2.1,3.2,3.4
E0,1415,2015-03-21,Tottenham,Leicester,4,3,H,2,1,H,M Dean,10,14,4,5,8,9,4,4,2,1,0,0,1.53,4,6,1.6,4,5.25,1.5,4,6.1
E0,1415,2015-03-21,West Ham,Sunderland,1,0,H,0,0,D,L Mason,15,7,4,3,14,11,6,4,0,1,0,0,1.8,3.5,4.5,1.85,3.4,4.25,1.8,3.5,4.2
